,紧急程度,问题汇总,问题汇总_jieba,jieba,0
251,无要求,仪器报错压力传感器损坏GSP报警LV枪压力传感器故障,仪器 报错 压力 传感器 损坏 GSP 报警 LV 枪 压力 传感器 故障 ,仪器 报错 压力 传感器 损坏 GSP 报警 LV 枪 压力 传感器 故障 . 更换 压力 传感器 . 重新 校准 lv 枪 坐标 . 气密性 测试通过 . tipshuffle 测试通过 . 设备 恢复正常 ,0.673855846069303
252,无要求,设备的UPS需要更换继电器，本周上门更换继电器熔焊,设备 UPS 需要 更换 继电器 本周 上门 更换 继电器 熔焊 ,设备 UPS 需要 更换 继电器 本周 上门 更换 继电器 熔焊 拆开 主机 尝试 更换 主板 五个 继电器 发现 继电器 引脚 无吸 锡器 情况 无法 原本 继电器 取 重新 焊接 继电器 引脚 组装 开机 发现 UPS 工作 恢复正常 推断 故障 根源 可能 继电器 熔焊 造成 ,0.6380829322341791
253,无要求,1.之前发生过仪器异常停止扫描的情况；2.玻片架上的油朝同一方向流；3.仪器捕获核型的时候有些模糊；仪器问题汇总解决；,. 之前 发生 仪器 异常 停止 扫描 情况 . 玻片 架上 油朝 同一 方向 流 . 仪器 捕获 核型 模糊 仪器 问题 汇总 解决 ,. 之前 发生 仪器 异常 停止 扫描 情况 . 玻片 架上 油朝 同一 方向 流 . 仪器 捕获 核型 模糊 仪器 问题 汇总 解决 . 客户 近期 反映 问题 发生 一次 意外 终止 原因 不明 历史记录 显示 近期 拍 之后 玻片 油 往同 一侧 流出 捕获 核型 模糊 . 水平仪 检查 仪器 水平度 发现 略 往后 倾斜 可能 会 导致 玻片 长时间 仪器 储存 时油 流出 调整 仪器 前端 活动 支撑 脚 保持 水平 状态 . 检查 载物台 移动 未 发现 明显 阻碍 清洁 固体 油 润滑 测试 取放 玻片 架均 正常 . 检查 显微镜 参数 100 倍镜 10 倍镜 Z 坐标 焦点 附近 重新 使用 校准 玻片 校准 测试 正常 . 拍摄 一批 玻片 发现 核型 偏下 调整 mic 文件 Y 坐标 核型 处于 屏幕 中间 . 检查 聚光镜 聚光镜 内部 渗油 情况 无法 处理 目前 不会 影响 捕获 ,0.6880514550325193
254,无要求,实验中出现架子卡在内侧出不来的问题，需要上门检查齿条装配右侧进样的地方有点狭小，样本架进去有明显的摩擦。进出阻力比较大。,实验 中 出现 架子 卡 内侧 出不来 问题 需要 上门 检查 齿条 装配 右侧 进样 地方 有点 狭小 样本架 进去 明显 摩擦 进出 阻力 比较 ,实验 中 出现 架子 卡 内侧 出不来 问题 需要 上门 检查 齿条 装配 右侧 进样 地方 有点 狭小 样本架 进去 明显 摩擦 进出 阻力 比较 . 检查 样本仓 发现 内部 灰尘 比较 做 深度 清洁 . 检查 右侧 进样 处 空间 比较 狭小 明显 摩擦 声 进出 阻力 比较 左侧 相比 明显 空间 很多 . 调节 右侧 进样 空间 右侧 空间 变 进出 阻力 减小 . 做 测试 明显 顺畅 很多 没有 摩擦 声 . 一次 实验 正常 维修 后待 观察 ,0.6919485709078026
255,重要,CMA系统洗涤工作站1、3号模块无响应,CMA 系统 洗涤 工作站 号 模块 响应 ,CMA 系统 洗涤 工作站 号 模块 响应 确认 两个 模块 响应 背面 排线 接触不良 引起 紧固 排线 测试 模块 工作 恢复正常 ,0.65653989819488
256,重要,客户反映氮气发生器内部泵损坏，需更换～请尽快安排。氮气发生器空气压缩机损坏甘氨酸质控偏高，缬氨酸质控偏低,客户 反映 氮气 发生器 内部 泵 损坏 需 更换 ～ 请 尽快 安排 氮气 发生器 空气压缩机 损坏 甘氨酸 质控 偏高 缬氨酸 质控 偏低 ,客户 反映 氮气 发生器 内部 泵 损坏 需 更换 ～ 请 尽快 安排 氮气 发生器 空气压缩机 损坏 甘氨酸 质控 偏高 缬氨酸 质控 偏低 更换 空气压缩机 缬氨酸 母 离子 子离子 质量数 . 改为 . 做复 溶板 测试 质控 回到 靶值 附近 甘氨酸 未 做 处理 回到 靶值 附近 ,0.5229442511717236
257,重要,设备异响皮带磨损严重更换皮带trinest振荡器更换皮带,设备 异响 皮带 磨损 严重 更换 皮带 trinest 振荡器 更换 皮带 ,设备 异响 皮带 磨损 严重 更换 皮带 trinest 振荡器 更换 皮带 ,0.62667759565609
258,重要,芯片培训实验多次扫描后无法完成对焦扫描实验芯片后无法生成CEL，第四张芯片时报自动对焦失败。,芯片 培训 实验 多次 扫描 无法 完成 对焦 扫描 实验 芯片 无法 生成 CEL 第四张 芯片 时报 自动 对焦 失败 ,芯片 培训 实验 多次 扫描 无法 完成 对焦 扫描 实验 芯片 无法 生成 CEL 第四张 芯片 时报 自动 对焦 失败 现场 之后 发现 自动 对焦 失败 重新 校准 ZMOTOR 距离 成功 对焦 做 校准 ARCANDlinearity 重新 扫描 之前 无法 生成 CEL 文件 芯片 芯片 正常 完成 扫描 重新 做 增益 校准 报 PDPsensorerror 仪器 无法 读取 信号 怀疑 实验室 突然 开热 空调 导致 实验室 温度 上升 更换 PDPbaseboard 增益 扫描 实验 芯片 均 正常 问题解决 ,0.6779278809121293
259,重要,XevoTQD的MassLynx提示出现Positiveresolutionfileexpired，准备去Intellistart中设置勾选项时，打开MSConsole出现Framework报错，需重装MassLynx,XevoTQD MassLynx 提示 出现 Positiveresolutionfileexpired 准备 Intellistart 中 设置 勾 选项 时 打开 MSConsole 出现 Framework 报错 需 重装 MassLynx ,XevoTQD MassLynx 提示 出现 Positiveresolutionfileexpired 准备 Intellistart 中 设置 勾 选项 时 打开 MSConsole 出现 Framework 报错 需 重装 MassLynx ,0.6757766680101355
260,重要,客户反映QM仪器响应最近不高，且做几块板后响应不能持续XevoTQD的C0检测值较低，近期阳性率偏高QM仪器响应最近不高，且做几块板后响应不能持续,客户 反映 QM 仪器 响应 最近 不高 做 几块 板后 响应 不能 持续 XevoTQD C0 检测值 低 近期 阳性率 偏高 QM 仪器 响应 最近 不高 做 几块 板后 响应 不能 持续 ,客户 反映 QM 仪器 响应 最近 不高 做 几块 板后 响应 不能 持续 XevoTQD C0 检测值 低 近期 阳性率 偏高 QM 仪器 响应 最近 不高 做 几块 板后 响应 不能 持续 . 发现 毛细管 露出 长度 短 重装 时 发现 整体 长度 已经 不够 更换 一根 新 毛细管 . 测试 复溶板 调试 MSTune 参数 发现 Cone 电压 调整 RFLense 变为 0.0 响应 会 显著性 升高 （ → 6e5 ） . IonEnergy1 0.1 调整 0.5 变更 负离子 模式 会 强度 略微 提升 最终 调试 万后 复溶板 离子 强度 大致 6.6 e5 考虑 今天 泄过 真空 可能 强度 不会 高 告知 实验 人员 后面 测试 新板 跟进 一下 强度 会 提升 ,0.5084226133752766
261,重要,客户反映QM仪器响应最近不高，且做几块板后响应不能持续XevoTQD的C0检测值较低，近期阳性率偏高XevoTQD的C0检测值较低，近期阳性率偏高,客户 反映 QM 仪器 响应 最近 不高 做 几块 板后 响应 不能 持续 XevoTQD C0 检测值 低 近期 阳性率 偏高 XevoTQD C0 检测值 低 近期 阳性率 偏高 ,客户 反映 QM 仪器 响应 最近 不高 做 几块 板后 响应 不能 持续 XevoTQD C0 检测值 低 近期 阳性率 偏高 XevoTQD C0 检测值 低 近期 阳性率 偏高 调整 C0 采集 参数 母 离子 171.2 → 171.1 子离子 不变 测试 复溶板 质控 剂 样本 C0 检测值 均 明显 升高 ,0.6386281042700358
262,无要求,面包峰图形顶部有缺口,面包 峰 图形 顶部 缺口 ,面包 峰 图形 顶部 缺口 . 做复 溶板 测试 行 样本 图形 均 正常 . 确保 后续 不再 出现 图形 异常 更换 石墨 套圈 衬管 套管 测试 第一个 样本 顶部 缺口 严重 继续 测试 缺口 逐渐 减小 五六个 样本 时 图形 基本 平整 重复 两次 均 现象 判断 问题 必然 出 探头 处 . 更换 一个双 通 再次 测试 缺口 不再 出现 ,0.6029593085404891
263,无要求,宁波妇儿扫描仪每次连接时都不能自动连接，需要disconnect然后再connect一下才能连接，远程判断需要重装AMDS系统重装amds系统,宁波 妇儿 扫描仪 每次 连接 时 不能 自动 连接 需要 disconnect connect 一下 连接 远程 判断 需要 重装 AMDS 系统重装 amds 系统 ,宁波 妇儿 扫描仪 每次 连接 时 不能 自动 连接 需要 disconnect connect 一下 连接 远程 判断 需要 重装 AMDS 系统重装 amds 系统 . 了解 问题 amds 系统 偶有 报错 每次 开机 时 无法 自动 连接 扫描仪 需要 重新安装 系统 分析 主机 卡顿 显示 重影 . 检查 分析 电脑 重装 驱动 发现 系统文件 有所 损坏 恢复 以前 系统 备份 重新安装 chas 软件 显示器 问题 视频 数据线 接触 问题 已经 调整 频繁 出现 建议 更换 视频 线 . 重新安装 amds 系统 重启 时 能够 正常 自动 连接 扫描仪 配置 设备 网络 检查 洗涤 工作站 运行 正常 数据通信 网络连接 正常 新建 芯片 扫片 测试 正常 ,0.7247782903167562
264,无要求,新的那台gsl120核型捕获偏移，怀疑是物镜转盘问题问题，已寄出配件，上门排查；,新 那台 gsl120 核型 捕获 偏移 怀疑 物镜 转盘 问题 问题 寄出 配件 上门 排查 ,新 那台 gsl120 核型 捕获 偏移 怀疑 物镜 转盘 问题 问题 寄出 配件 上门 排查 GSL120 新 仪器 更换 新 物镜 转盘 调节 传感器 位子 均 无法 正常 工作 换回 旧 物镜 转盘 正常 到位 一次 已经 清洁 载物台 换回 100 倍镜 进行 测试 暂无 发现 核型 偏移 问题 连接 网 安装 360 存在 极大 问题 现已 安装 赛门铁克 杀毒软件 GSL120 老 仪器 暂时 更换 公司 备用 旧 100 倍 物镜 安装 360 导致 CCD 无法 正常 工作 报错 grabbererror 校准 程序 360 使用 过程中 会 造成 崩溃 重新 备份 还原 更新 软件 重新 校准 安装 赛门铁克 软件 ,0.7642399118487557
265,重要,更换加样针加样针生锈腐蚀,更换 加样针 加样针 生锈 腐蚀 ,更换 加样针 加样针 生锈 腐蚀 更换 加样针 位置 校准 准确度 测试 正常 巡检 正常 ,0.40361623987362044
266,重要,120偶尔无法正常取架偶尔无法正常取架,120 偶尔 无法 正常 取架 偶尔 无法 正常 取架 ,120 偶尔 无法 正常 取架 偶尔 无法 正常 取架 实验 老师 反映 问题 之前 出现 大致 两种 现象 位置 很准 没有 架子 勾 左右 位置 没 对准 导致 下去 勾 架子 卡住 现象 分析 三种 可能 导致 载物台 Z 方向 精确 二 Y 方向 走位 精确 三 玻片 架盒 垂直 度不高 架子 中间 位置 偏移 Z轴电机 拆开 检查 没 发现异常 清洁 移动 顺畅 载物台 Y 方向 拆开 一段 油渍 清洁 移动 顺畅 一根 线 吊 坠 发现 玻片 架盒 略微 倾斜 导致 有时候 下面 架子 正常 取放 20 多架 出现 卡住 现象 只能 校准 位置 尽量 满足 第一架 最后 一架 正常 取放 建议 以后 上机 前 底部 几架 往外 上面 几架 往内 校准 位置 测试 正常 ,0.7001407186331458
267,无要求,CDS5滴片平台下有积水冷凝水导流孔处有积水,CDS5 滴片 平台 积水 冷凝水 导流 孔处 积水 ,CDS5 滴片 平台 积水 冷凝水 导流 孔处 积水 客户 反应 近期 外周血 羊水 制片 效果 不好 怀疑 冷凝水 导流 孔处 积水 拆 冷凝水 导流 孔 堵塞 清洁 疏通 排水 孔 倒水 测试 排水 正常 检查 制冷剂 足够 客户 说明 平时 开 操作 区 底部 金属 壳 底部 进行 清洁 客户 温湿度 计 进行 测试 温度 差异 ℃ 湿度 差异 4% ,0.5581247293261182
268,重要,扫描仪autofocus失败，重复维修,扫描仪 autofocus 失败 重复 维修 ,扫描仪 autofocus 失败 重复 维修 . 扫描仪 扫描 芯片 信号 稳定 信号 衰减 过快 . 确定 室温 过高 导致 问题 . 建议 设备 运行 温度 18 ~ 22 度 ,0.7113217383028245
269,无要求,1.有一台review电脑无法启动；2.报告模板需要更改；review电脑系统无法启动。,. 一台 review 电脑 无法 启动 . 报告 模板 需要 更改 review 电脑系统 无法 启动 ,. 一台 review 电脑 无法 启动 . 报告 模板 需要 更改 review 电脑系统 无法 启动 检查 发现 启动 文件 损坏 导致 单独 恢复 无法 修复 重新安装 系统 解决 修改 打印 模板 ,0.6341517178421878
270,无要求,TIC3通道近期响应下降50%，对应长链肉碱质控偏高。另，上周实验C5质控出控。本周三，应用工程师王志豪上门排查非仪器因素，问题依旧。说明需要维护仪器。,TIC3 通道 近期 响应 下降 50% 对应 长链 肉碱 质控 偏高 上周 实验 C5 质控 出控 本周 三 应用 工程师 王 志豪 上门 排查 非 仪器 因素 问题 依旧 说明 需要 维护 仪器 ,TIC3 通道 近期 响应 下降 50% 对应 长链 肉碱 质控 偏高 上周 实验 C5 质控 出控 本周 三 应用 工程师 王 志豪 上门 排查 非 仪器 因素 问题 依旧 说明 需要 维护 仪器 维修 流程 . 仪器 性能验证 peg400 进样 发现 MS1 MS2 高端 质量数 偏右 0.2 Da 分辨率 小于 0.6 Da 明显 符合 新筛 要求 认为 这是 造成 TIC3 响应 降低 质控 偏高 出控 原因 仪器 调试 解决 . 历史 实验 查看 TIC3 通道 响应 下降 外 TIC1 通道 响应 装机 时 下降 50% （ 1.2 e7 → 0.6 e7 ） 15 年底 装机 未洗 四级 杆 决定 本次 一并 请 洗 仪器 以防 响应 进一步 下降 造成 重复 维修 . 仪器 清洗 四级 杆 擦拭 碰撞 池 透镜 离子源 超声 清洗 质谱 内部 清灰 . 仪器 调试 peg 硬调 IntelliStart 软调 MSMethod 参数 确认 富集 孔 微调 IE2 （ 1.4 → 1.0 ） . 复溶 测试 ① TIC1 响应 0.6 e7 TIC3 响应 明显 提升 ② 空白 良好 质控 恢复 控 多个 指标 一致性 需要 应用 工程师 确认 综上 故障 解决 上述 质量数 分辨率 漂移 可能 系 仪器 频繁 卸 真空 意外 断电 开关机 造成 条件 运行 仪器 定期 进行 peg 性能验证 显得 尤为重要 ,0.4733802620337676
271,无要求,仪器进样异响，大概率未皮带问题，可能需要更换1297进样异响,仪器 进样 异响 概率 未 皮带 问题 可能 需要 更换 1297 进样 异响 ,仪器 进样 异响 概率 未 皮带 问题 可能 需要 更换 1297 进样 异响 机器 部分 异常 达标 状况 见 维护 工单 ,0.4136818188379716
272,无要求,百倍镜下拍摄模糊，无核型。高倍镜捕获界面无核型或者屏幕全暗。,百倍 镜下 拍摄 模糊 核型 高倍 镜 捕获 界面 核型 屏幕 全暗 ,百倍 镜下 拍摄 模糊 核型 高倍 镜 捕获 界面 核型 屏幕 全暗 设备 保 需 联系 LEIKA 厂家 提供 配件 ,0.40482524354995536
273,无要求,1235仪器主机偶发开机不能启动。考虑为电源线连接硬盘处排线虚接或者内存条问题，需要实验观察及逐步排查。,1235 仪器 主机 偶发 开机 不能 启动 考虑 电源线 连接 硬盘 处 排线 虚接 内存条 问题 需要 实验 观察 排查 ,1235 仪器 主机 偶发 开机 不能 启动 考虑 电源线 连接 硬盘 处 排线 虚接 内存条 问题 需要 实验 观察 排查 ① 客户 自行处理 电源模块 相关 接线 目测 合规 虚接 状态 线路 老化 严重 存在 烧 硬盘 隐患 联系 销售 统一 更换 ② 目前 电脑 开机 测试 正常 实验 正常 出现 故障 现象 考虑 更换 硬盘 措施 ③ 客户 说明 情况 需要 实验 观察 排查 积极 跟进 备注 本次 需要 更换 电源 组件 客户 实验 不可 间断 DELL 官方 售后 维修点 购买 备件 消耗 一栏 体现 ,0.7665162174396605
274,无要求,加样针锈蚀，需要更换。,加样针 锈蚀 需要 更换 ,加样针 锈蚀 需要 更换 更换 号 加样针 重新 校准 加样针 坐标 校直 加样针 位置 液面 探测 测试 正常 加样针 准确度 测试 正常 打开 负压 过滤器 检查 负压泵 发现 工作 正常 怀疑 原先 可能 插线 处 接触 不好 重新 夹紧 接线 查看 负压 未有 漏气 现象 暂 更换 负压泵 老式 负压泵 后续 更换 可能 注意 ,0.7460595811392344
275,无要求,P9打孔仪偶尔跳孔,P9 打孔 仪 偶尔 跳孔 ,P9 打孔 仪 偶尔 跳孔 检查 打孔 头 外圈 略微 磨损 打孔 数量 已达 46 万 打孔 血斑 毛边 正常 继续 使用 重装 软件 检查 坐标 位置 发现 platemover 模块 略微 偏低 校准 高度 测试 两板 异常 继续 跟踪 ,0.6031273212818035
276,重要,旧120载物台故障，可能需要更换,旧 120 载物台 故障 可能 需要 更换 ,旧 120 载物台 故障 可能 需要 更换 . 对调 新老 机器 载物台 继续 观察 图像 是否 左右 偏移 情况 . 旧 机器 z 方向 移动 异响 影响 对焦 . 旧 机器 FIELDDIAPH 初始化 错误 视场 光澜 最大 听见 电机 动作 声音 . 建议 更换 配件 ,0.7116935862054065
277,重要,老120仪器更换Z模块和视场光阑模块山大生殖1、z方向模块故障（异响&无法正常运动）、视场光阑异常（无法正常打开）,老 120 仪器 更换 Z 模块 视场 光 阑 模块 山 生殖 z 方向 模块 故障 （ 异响 & 无法 正常 运动 ） 视场 光 阑 异常 （ 无法 正常 打开 ） ,老 120 仪器 更换 Z 模块 视场 光 阑 模块 山 生殖 z 方向 模块 故障 （ 异响 & 无法 正常 运动 ） 视场 光 阑 异常 （ 无法 正常 打开 ） . 现场 确认 故障 . 更换 z 方向 模块 . 更换 市场 光 阑 模块 . gsl 平台 校准 显微镜 校准 明场 模板 调整 . 上机 扫片 正常 注 配件 保修期 内徕 卡 提供 ,0.6225054671233348
278,无要求,Z轴电机异响，安排厂家工程师维保内更换Z轴模块，同时执行年度维护。图片拍摄部分模糊,Z轴电机 异响 安排 厂家 工程师 维保内 更换 Z 轴 模块 执行 年度维护 图片 拍摄 部分 模糊 ,Z轴电机 异响 安排 厂家 工程师 维保内 更换 Z 轴 模块 执行 年度维护 图片 拍摄 部分 模糊 维保内 厂家 更换 ,0.5017260233505976
279,无要求,CDS5排水阀关闭状态无反馈CDS5排水阀关闭状态无反馈（拧紧后仍可往关闭方向旋转）,CDS5 排水阀 关闭 状态 反馈 CDS5 排水阀 关闭 状态 反馈 （ 拧紧 可往 关闭 方向 旋转 ） ,CDS5 排水阀 关闭 状态 反馈 CDS5 排水阀 关闭 状态 反馈 （ 拧紧 可往 关闭 方向 旋转 ） ,0.401221517593416
280,无要求,近期实验，网格无法对齐的频率显著升高网格错位频繁，需要调整光路,近期 实验 网格 无法 对齐 频率 显著 升高 网格 错位 频繁 需要 调整 光 路 ,近期 实验 网格 无法 对齐 频率 显著 升高 网格 错位 频繁 需要 调整 光 路 . 上门 检查 发现 芯片 视窗 确实 存在 歪 情况 决定 先 做 机器 校准 校准 检查 线性 弧度 发现 2.5 pixel 线性 check 未 Galvorotation 值为 0.6 （ 要求 < 0.25 ） . 调整 伺服电机 中间 出现 checklinearity 时 软件 直接 报错 自动 关闭 情况 后来 调整 电机 能够 修复 怀疑 电机 偏 缘故 Galvorotation 值 调节 规定 范围 进行 线性 弧度 增益 机器 校准 均 正常 进行 扫片 测试 发现 750k HD 芯片 无法 生成 CEL 文件 . 最后 反复 调节 伺服电机 激光 发现 Galvorotation 值调 标准 范围 无法 生成 cel 文件 调到 0.4 左右 时 能够 生成 这台 机器 有点 旧 软件 常用 amds 系统 太 清楚 时 原因 … … . 申请 师兄 支援 最终 发现 扫描 臂 没有 拧 最紧 伺服电机 异响 导致 扫描 抖动 两个 问题 第二个 问题 做 简单 处理 后续 跟进 观察 确认 是否 需要 换 电机 具体 处理过程 总结 文件 中 需要 后续 观察 没能 签回 报告 … … ,0.7202046920825735
281,无要求,仪器报错indexererror,仪器 报错 indexererror ,仪器 报错 indexererror 推测 目录 数据结构 文件 文件夹 异常 了解 周二 发生 蓝屏 强制 关机 重启 再次出现 该报 错 检查 相关 路径 文件 resolve 报错 正常 流程 关机 重启 报错 未 发生 观察 洗涤 工作站 洗片 扫描仪 扫片 过程 正常 ,0.6386349264559735
282,无要求,地贫毛细管可能微堵毛细管断裂,地贫 毛细管 可能 微堵 毛细管 断裂 ,地贫 毛细管 可能 微堵 毛细管 断裂 先跑 质控 第二次 跑 号 毛细管 没图 可能 没吸 到样 添加 质控 跑 一次 正常 进入 测试 模式 C20 正常 出 气泡 没有 堵 发现 三根 毛细管 头 断裂 主任 沟通 确认 三根 更换 激活 毛细管 做 质控 正常 ,0.5884525019132706
283,重要,1235扇热风扇异响，P9拉血卡。扇热分散异响。,1235 扇 热 风扇 异响 P9 拉血卡 扇 热 分散 异响 ,1235 扇 热 风扇 异响 P9 拉血卡 扇 热 分散 异响 检查 发现 是因为 扇 热 通道 积灰 严重 导致 清洁 三组 扇 热 风扇 问题解决 ,0.4430680291057585
284,重要,1235扇热风扇异响，P9拉血卡。打孔拉血卡问题。,1235 扇 热 风扇 异响 P9 拉血卡 打孔 拉血卡 问题 ,1235 扇 热 风扇 异响 P9 拉血卡 打孔 拉血卡 问题 调整 弹簧 长度 打孔 测试 正常 仪器 清洁 纸屑 粉尘 ,0.524343452411046
285,无要求,1235在实验时xconv报错，远程处理初始化1235时xconv也报错，无法完成初始化。1235xconv实验报错,1235 实验 时 xconv 报错 远程 处理 初始化 1235 时 xconv 报错 无法 完成 初始化 1235 xconv 实验 报错 ,1235 实验 时 xconv 报错 远程 处理 初始化 1235 时 xconv 报错 无法 完成 初始化 1235 xconv 实验 报错 1235 进行 初始化 发现 xconv 初始化 时报 错 手摸 皮带 感觉 有点 松 皮带 调紧 再次 进行 测试 发现 报错 遂 怀疑 传感器 原因 xconv 左右 传感器 互换 报错 依旧 存在 xconv 模块 初始化 运动 方向 左 变成 右 当时 确实 想不起来 正常 情况 xconv 初始化 时 运动 方向 询问 现场 同事 进行 测试 发现 正常 情况 左 遂 安装 左侧 （ 原来 右侧 ） 传感器 1235 试剂仓 传感器 对换 发现 xconv 初始化 正常 加样枪 模块 初始化 报错 确认 原来 xconv 右侧 u 型 传感器 损坏 第二天 早上 赶往 长沙 玉立 手中 一个 传感器 再次 赶往 邵阳 更换 初始化 正常 遂 排查 传感器 出 故障 原因 进行 洗板 测试 时 发现 存在 漏水 现象 检查 洗板 头 发现 移动 明显 阻力 存在 洗板 头有 堵塞 情况 调松 洗板 头 挂 上面 两颗 螺丝 洗板 头 进行 清洁 再次 测试 正常 1235 仪器 内部 增强液 瓶 空 初始化 时报 错 左边 瓶子 似乎 空 错误 没有 在意 直接 忽略 过去 一瓶 装有 增强液 瓶子 装上去 发现 报错 重启 电脑 1235 无用 遂 增强液模块 进行 压力 校准 恢复正常 ,0.7504275204844013
286,无要求,1297早孕报气泡，加样针生锈。1297针锈蚀pappa报气泡,1297 早孕 报 气泡 加样针 生锈 1297 针 锈蚀 pappa 报 气泡 ,1297 早孕 报 气泡 加样针 生锈 1297 针 锈蚀 pappa 报 气泡 pappa 报 气泡 针 锈蚀 严重 更换 加样针 校准 历史记录 电梯 有过 一次 抓板 故障 检查 测试 电梯 未 发现异常 板框 孵育仓 进行 清洁 处理 校准 电梯 ,0.7527351637607325
287,无要求,扫玻片过程中软件无响应。,扫 玻片 过程中 软件 响应 ,扫 玻片 过程中 软件 响应 软件 响应 原因 可能 采集卡 问题 显卡 问题 电脑 问题 系统软件 问题 网线 问题 检测 显卡 测试 没有 问题 检查 硬盘 阵列 没有 问题 检查 电脑 连接 GSL 网线 网卡 连接 没有 问题 检查 主 机箱 硬盘 发现 灰尘 非常 厚 可能 会 硬盘 机箱 扇 热 导致 软件 响应 清洁 机箱 各卡 采集卡 压力 测试 一个半 小时 未 出现 错误 查看 17 号 下午 发生 问题 时间 点 系统日志 中有 错误 出现 报 软件 框架 响应 恢复 出厂 系统 恢复 文件 检查 GSL 明场 校准 问题 怀疑 系统 电脑 积灰 问题 扫描 玻片 测试 正常 DEBUG 中未 发生 错误 提示 ,0.7277467195882994
288,无要求,一台km2系统长时间未使用，现在需要重启使用。需做一下维护以及培训FISH功能。KM2启用以及维护,一台 km2 系统 长时间 未 使用 现在 需要 重启 使用 需做 一下 维护 培训 FISH 功能 KM2 启用 维护 ,一台 km2 系统 长时间 未 使用 现在 需要 重启 使用 需做 一下 维护 培训 FISH 功能 KM2 启用 维护 . 清洁 设备 . 主机 电脑 启用 正常 键盘 损坏 更换 . 显微镜 氙灯 电源模块 观察 启用 时 无法 启动 之后 正常 . 荧光 滤光 块 镜面 不同 程度 老化 号块 探针 信号 TexasRed 密封 块 建议 更换 ,0.647209112666681
289,无要求,客户反映昨天重启后拍摄1张玻片就停住，拍摄过程中无灯光，判断为卤素灯损坏，上门更换卤素灯，并培训客户自行更换卤素灯损坏,客户 反映 昨天 重启 拍摄 张 玻片 停住 拍摄 过程中 灯光 判断 卤素灯 损坏 上门 更换 卤素灯 培训 客户 自行 更换 卤素灯 损坏 ,客户 反映 昨天 重启 拍摄 张 玻片 停住 拍摄 过程中 灯光 判断 卤素灯 损坏 上门 更换 卤素灯 培训 客户 自行 更换 卤素灯 损坏 拆 灯箱 确定 灯泡 损坏 更换 备用 灯泡 恢复正常 建议 医院 购买 备用 灯泡 科室 人员 拒绝 更换 决定 每年 维护 更换 第一次 ,0.5218994780680105
290,重要,苏州市立医院的C6DC指标自1月初出现C6DC大量超出截断值的样本，数据分析发现为C6DC响应值下降不多，但C5DCIS响应下降较多，导致C6DC浓度变高，同时TIC1-3近期响应都下降,苏州市 立 医院 C6DC 指标 月初 出现 C6DC 大量 超出 截断值 样本 数据分析 发现 C6DC 响应值 下降 C5DCIS 响应 下降 导致 C6DC 浓度 变高 TIC1 - 近期 响应 下降 ,苏州市 立 医院 C6DC 指标 月初 出现 C6DC 大量 超出 截断值 样本 数据分析 发现 C6DC 响应值 下降 C5DCIS 响应 下降 导致 C6DC 浓度 变高 TIC1 - 近期 响应 下降 . 进 PEG 质谱 峰 跳动 厉害 重装 毛细管 发现 石墨 垫圈 挤压 严重 碎裂 重新 更换 正常 . 检查 发现 MS1 MS2 中端 高端 分辨率 很小 半峰 宽 很大 质量数 左 偏离 严重 Engineer 界面 调整 参数 重新 进行 intellistart 正常 . 刚 Xevo 测试 玩 样本 拿到 TQD 指标 重现 性均 包括 C6DC 大致 0.15 - 0.06 之间 不再 之前 0.1 - 0.3 之间 高值 范围 说明 C6DC 检测值 恢复正常 . 考虑 2017 年 年初 进行 一次 维护保养 外 之后 未 进行 清洗 维护 决定 周四 清洗 离子源 . 周四 泄 真空 甲酸 擦拭 离子源 砂纸 （ 淘宝 购买 ） 打磨 二级 锥孔 之前 溶剂 体系 超声 离子源 六级 杆 吹干 装回 擦拭 离子源 外罩 . 周五 进 PEG 检查 MS1 MS2 良好 不再 需要 再次 Intellistart 进 内标 调整 采集 参数 正离子 模式 测试 复溶板 响应 8e6 负离子 ,0.5890442994314172
